"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string"
"TID_BEST_VALUE_DISCOUNT","<VALUE>%\nOFF!","خصم\n\n<VALUE>%!","优惠\n<VALUE>%","優惠\n<VALUE>%","<VALUE>%\nRABATT!","\n-<VALUE>%","<VALUE>%\nPOIS!","\n-<VALUE>%","הנחה של\n%<VALUE>!","DISKON\n<VALUE>%!","\n-<VALUE>%","<VALUE>％\nオフ！","<VALUE>%\n할인","JUALAN\n<VALUE>%!","<VALUE>%\nKORTING!","<VALUE>%\nTANIEJ!","DESCONTO\nDE <VALUE>%!","СКИДКА\n<VALUE>%","ลด\n<VALUE>%!","%<VALUE>\nİNDİRİM!","GIẢM GIÁ\n<VALUE>%!"
"TID_LIGHTYEAR_FLIGHT_WEAPON","GALACTIC BLAST","الشعاع الكوني","爆裂能量","銀河爆炸","GALAKTISCHER SCHUSS","TIRO GALÁCTICO","GALAKTINEN PLÄJÄYS","ÉTOILES D'ÉNERGIE","פיצוץ גלקטי","LEDAKAN GALAKTIK","RAGGIO GALATTICO","ギャラクティックブラスト","갤럭시 블라스트","TEMBAKAN GALAKSI","GALACTISCH SCHOT","GALAKTYCZNY WYBUCH","RAJADA GALÁCTICA","ГАЛАКТИЧЕСКИЙ ЗАЛП","ระเบิดกาแลคติค","GALAKTİK IŞINLAR","VỤ NỔ THIÊN HÀ"
"TID_MEEPLE_ULTI","CRITICAL SUCCESS","النجاح الحرج","大成功","大成功","KRITISCHER ERFOLG","ÉXITO CRÍTICO","KRIITTINEN OSUMA","RÉUSSITE CRITIQUE","הצלחה קריטית","SERANGAN KRITIKAL","SUCCESSO CRITICO","ゲームマスター","성공의 비결","KEJAYAAN KRITIKAL","WAT EEN ROL","KRYTYCZNY SUKCES","SUCESSO CRÍTICO","КРИТИЧЕСКИЙ УСПЕХ","ปิดเกมสำเร็จ","KRİTİK BAŞARI","THÀNH CÔNG MỸ MÃN"
"TID_TEMP_BRAWLER_AVAILABILITY","ACTIVE UNTIL FEB 4th","متاح حتى 4 فبراير","2月4日前可用","2月4日前可用","AKTIV BIS 4.FEB.","ACTIVO HASTA EL 4DE FEBRERO","AKTIIVISENA 4. HELMIKUUTA ASTI","ACTIF JUSQU'AU 4FÉVRIER","פעיל עד ה-4 בפברואר","AKTIF HINGGA 4 FEBRUARI","ATTIVO FINO AL 4 FEBBRAIO","2月4日まで使用可能","2월 4일까지 활성화","AKTIF SEHINGGA 4 FEB","ACTIEF TOT 4 FEBRUARI","AKTYWNE DO 4 LUTEGO","ATIVO ATÉ 4 DE FEVEREIRO","БОЕЦ ДОСТУПЕН ДО 4 ФЕВРАЛЯ","มีให้ใช้งานได้ถึง 4 กุมภาพันธ์","4 ŞUBAT'A KADAR AKTİF","HOẠT ĐỘNG CHO ĐẾN NGÀY 04/02"
"TID_CLUB_PIGGY_PICK_TURN","<cffffff>TIME TO PICK</c>","<cffffff>حان وقت الاختيار</c>","<cffffff>选择英雄</c>","<cffffff>選擇英雄</c>","<cffffff>ZEIT ZUM AUSWÄHLEN</c>","<cffffff>TE TOCA ELEGIR</c>","<cffffff>AIKA VALITA</c>","<cffffff>IL EST TEMPS DE CHOISIR</c>","<cffffff>זה הזמן לבחור</c>","<cffffff>SAATNYA MEMILIH</c>","<cffffff>È ORA DI SCEGLIERE!</c>","<cffffff>選択してください</c>","<cffffff>선택하세요</c>","<cffffff>MASA UNTUK MEMILIH</c>","<cffffff>TIJD OM TE KIEZEN</c>","<cffffff>CZAS WYBRAĆ</c>","<cffffff>HORA DE ESCOLHER!</c>","<cffffff>ПОРА ВЫБИРАТЬ</c>","<cffffff>เวลาในการเลือก</c>","<cffffff>SEÇME ZAMANI</c>","<cffffff>ĐÃ ĐẾN LÚC CHỌN</c>"
"TID_HERO_INFO_BUY_MISSING_COLLAB_POINTS_GEMS2","Get <MISSINGGEMS> more Gems to buy missing Pizza Slices","احصل على <MISSINGGEMS> من الجواهر الإضافية لشراء شرائح البيتزا الناقصة.","再获取<MISSINGGEMS>宝石以购买缺少的披萨片","再獲取<MISSINGGEMS>寶石以購買缺少的比薩片","Hol dir <MISSINGGEMS> weitere Juwelen, um die fehlenden Pizzastücke zu kaufen.","Consigue <MISSINGGEMS> gemas más para adquirir las porciones de pizza que te faltan.","Hanki vielä <MISSINGGEMS> jalokiveä, niin voit ostaa puuttuvat pitsapalat.","Obtenez encore <MISSINGGEMS> gemmes pour acheter les parts de pizza manquantes","צריך עוד <MISSINGGEMS> יהלומים כדי לקנות משולשי פיצה חסרים","Dapatkan <MISSINGGEMS> Permata lagi untuk membeli Potongan Piza yang kurang.","Hai bisogno di <MISSINGGEMS> gemma/e in più per acquistare le fette di pizza mancanti.","不足分のピザスライスを購入するには、あと<MISSINGGEMS>エメラルドが必要です","부족한 피자 조각을 구매하려면 보석이 <MISSINGGEMS>개 더 필요합니다.","Dapatkan <MISSINGGEMS> permata lagi untuk membeli Kepingan Pizza yang tiada. ","Verzamel nog <MISSINGGEMS> edelstenen om de ontbrekende pizzastukken te kopen.","Zdobądź więcej klejnotów (<MISSINGGEMS>), aby kupić brakujące kawałki pizzy","Obtenha mais <MISSINGGEMS> gemas para comprar as fatias de pizza que faltam.","Приобрети кристаллы (<MISSINGGEMS>), чтобы купить недостающие куски пиццы.","ซื้ออัญมณีเพิ่มอีก <MISSINGGEMS> เม็ดเพื่อซื้อพิซซ่าที่ขาดไป","Eksik pizza dilimlerini satın almak için <MISSINGGEMS> elmas daha gerekiyor.","Mua thêm <MISSINGGEMS> Ngọc để mua số Lát pizza còn thiếu."
"TID_BERRY_STAR_HORSE_SKIN","STARRHORSE BERRY","بيري حصان النجوم","太空战马拜瑞","太空戰馬","GALAXIEPFERD BERRY","BERRY CABALLO ESTELAR","TÄHTIHEVONEN-BERRY","BERRY ÉTALON DES ÉTOILES","ברי סוססטארר","BERRY KUDA STARR","BERRY UNICORNO SPAZIALE","スターホース ベリー","스타호스 베리","BERRY KUDA BINTANG","RUIMTEPAARD-BERRY","GWIEZDNY KOŃ BERRY","BERRY UNICÓRNIO ESPACIAL","ЗВЁЗДНАЯ ЛОШАДКА БЕРРИ","เบอร์รี่ อาชาดารา","STARR ATI BERRY","BERRY KỲ LÂN KHÔNG GIAN"
"TID_BERRY_STAR_HORSE_SKIN_SHOP","STARRHORSE\nBERRY","بيري\nحصان النجوم","太空战马拜瑞","太空戰馬","GALAXIEPFERD\nBERRY","BERRY\nCABALLO ESTELAR","TÄHTIHEVONEN-\nBERRY","BERRY\nÉTALON DES ÉTOILES","ברי\nסוססטארר","BERRY\nKUDA STARR","BERRY\nUNICORNO SPAZIALE","スターホース\nベリー","스타호스 베리","BERRY \n KUDA BINTANG","RUIMTEPAARD-\nBERRY","GWIEZDNY KOŃ\nBERRY","BERRY\nUNICÓRNIO ESPACIAL","ЗВЁЗДНАЯ ЛОШАДКА\nБЕРРИ","เบอร์รี่\nอาชาดารา","STARR ATI\nBERRY","BERRY\nKỲ LÂN KHÔNG GIAN"
"TID_MEEPLE","MEEPLE","ميبل","谜宝","謎寶","MEEPLE","MEEPLE","MEEPLE","MEEPLE","מיפל","MEEPLE","MEEPLE","ミープル","미플","MEEPLE","MEEPLE","MEEPLE","MEEPLE","МИПЛ","มีเปิ้ล","MEEPLE","MEEPLE"
