"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string"
"TID_QUALIFIED_INFO","Wow, you beat the Championship Challenge! AMAZING!\n\nTo continue your journey toward the BRAWL STARS CHAMPIONSHIP, go to <cFFE400><URL></c>","هائل! لقد فزت في تحدي البطولة!\n\nلمتابعة مسيرتك نحو بطولة Brawl Stars، انتقل إلى <cFFE400><URL></c>","您已完成全球锦标赛挑战，真棒！\n\n您可以前往<cFFE400><URL></c>，继续荒野乱斗全球锦标赛之旅。","你已完成全球錦標賽挑戰，太神啦！\n\n你可以前往<cFFE400><URL></c>，繼續荒野亂鬥全球錦標賽之旅。","Wow, du hast die Championship-Herausforderung gemeistert! BEEINDRUCKEND!\n\nUm deinen Weg zur BRAWL STARS CHAMPIONSHIP fortzusetzen, gehe zu: <cFFE400><URL></c>","¡Guau! Has completado el desafío del campeonato. ¡Enhorabuena!\n\nPara seguir avanzando camino al Brawl Stars Championship, visita <cFFE400><URL></c>.","Selvisit mestaruushaasteesta, vau! Huippua!\n\nJatka matkaasi kohti Brawl Stars -mestaruutta menemällä osoitteeseen <cFFE400><URL></c>.","Vous avez réussi le défi, c'est génial !\n\nPour continuer sur la route du championnat Brawl Stars, rendez-vous ici : <cFFE400><URL></c>.","וואו, זכית באתגר האליפות! מדהים!\n\nכדי להמשיך במסע אל אליפות BRAWL STARSעבור אל <cFFE400><URL></c>","Wow, kamu berhasil menyelesaikan Tantangan Kejuaraan! LUAR BIASA!\n\nUntuk melanjutkan perjalanan menuju KEJUARAAN BRAWL STARS, kunjungi <cFFE400><URL></c>","Hai superato la sfida del Torneo, ben fatto!\n\nPer partecipare ai turni successivi del TORNEO DI BRAWL STARS, vai su <cFFE400><URL></c>.","チャンピオンシップチャレンジをクリアしました！\nおめでとうございます！\n\nブロスタ チャンピオンシップへの挑戦を続けるには、<cFFE400><URL></c>をご覧ください。","챔피언십 챌린지를 완료하셨습니다!\n\n<cFFE400><URL></c>에서 브롤스타즈 챔피언을 향한 여정을 계속하세요.","Wah, anda memenangi Cabaran Kejuaraan! HEBAT!\n\nUntuk meneruskan perjalanan ke KEJUARAAN BRAWL STARS, pergi ke <cFFE400><URL></c>","Wauw, je hebt de kampioenschapsuitdaging voltooid! GEWELDIG!\n\nGa naar <cFFE400><URL></c> om je weg naar het Brawl Stars-kampioenschap voort te zetten.","Gratulacje, zaliczasz wyzwanie mistrzowskie! WSPANIALE!\n\nAby kontynuować drogę ku MISTRZOSTWOM BRAWL STARS, przejdź tutaj: <cFFE400><URL></c>","Você venceu o desafio do campeonato! QUE INCRÍVEL!\n\nPara continuar sua jornada rumo ao CAMPEONATO DE BRAWL STARS, acesse <cFFE400><URL></c>!","Ого, тебе удалось пройти испытание чемпионата! НЕВЕРОЯТНО!\n\nЧтобы продолжить путь к ЧЕМПИОНАТУ BRAWL STARS, перейди по ссылке <cFFE400><URL></c>","ว้าว คุณเอาชนะความท้าทายศึกชิงแชมป์ได้! เยี่ยมไปเลย!\n\nเพื่อมุ่งหน้าสู่ศึกชิงแชมป์ Brawl Stars ไปยัง <cFFE400><URL></c>","Vay canına, şampiyonluk mücadelesini tamamladın! MÜKEMMEL!\n\nBRAWL STARS ŞAMPİYONASINA devam etmek için: <cFFE400><URL></c>","TUYỆT VỜI! Bạn đã hoàn tất Thử thách Quán quân!\n\nHãy truy cập trang <cFFE400><URL></c> để tiếp tục đi đến GIẢI ĐẤU QUÁN QUÂN BRAWL STARS"
"TID_QUALIFIED_INFO_HUB","Wow, you beat the Championship Challenge! AMAZING!\n\nTo continue your journey in the BRAWL STARS CHAMPIONSHIP, go to the new ESPORTS section on the RANKED screen!","هائل! لقد فزت في تحدي البطولة! مدهش!\n\nلمتابعة مسيرتك في بطولة Brawl Stars، انتقل إلى قسم الرياضات الإلكترونية الجديد في شاشة المصنف.","您已完成全球锦标赛挑战，真棒！\n\n您可以通过排位赛界面前往全新\q电竞赛事\q版块，继续荒野乱斗全球锦标赛之旅！","你已完成全球錦標賽挑戰，太神啦！\n\n你可以透過排位賽介面前往全新「電競賽事」分頁，繼續荒野亂鬥全球錦標賽之旅！","Wow, du hast die Championship-Herausforderung gemeistert! BEEINDRUCKEND!\n\nUm deinen Weg zur BRAWL STARS CHAMPIONSHIP fortzusetzen, gehe zu der neuen E-SPORTS-SEKTION im Menü der RANGLISTE!","¡Guau! Has completado el desafío del campeonato. ¡Enhorabuena!\n\nPara seguir avanzando en el Brawl Stars Championship, ve a la nueva sección de eSports en la pantalla del modo competitivo.","Selvisit mestaruushaasteesta, vau! Mahtavaa!\n\nJatka matkaasi Brawl Stars -mestaruuskisassa menemällä RANKATUN näytön uuteen e-urheiluosioon!","Wouah, vous avez réussi le Défi du championnat ! INCROYABLE !\n\nPour continuer votre aventure dans le Championnat Brawl Stars, rendez-vous dans la section e-sport de l'écran du mode Classé !","וואו, זכית באתגר האליפות! מדהים!\n\nכדי להמשיך במסע שלך באליפות BRAWL STARS, צריך לעבור אל אזור ESPORTS החדש במסך המדורגים!","Wow! Kamu berhasil menyelesaikan Tantangan Kejuaraan! LUAR BIASA!\n\nUntuk melanjutkan perjalanan di KEJUARAAN BRAWL STARS, kunjungi bagian ESPORTS di layar BERPERINGKAT!","Hai superato la sfida del Torneo, BEN FATTO!\n\nPer partecipare ai turni successivi del TORNEO DI BRAWL STARS, visita la nuova sezione ESPORTS nella modalità CLASSIFICATA!","チャンピオンシップチャレンジをクリアしました！おめでとうございます！\n\nブロスタ チャンピオンシップへの挑戦を続けるには、ガチバトル画面に新たに登場したeスポーツのセクションをご覧ください。","챔피언십 챌린지를 완료했습니다!\n\n경쟁전 화면에 새롭게 추가된 e스포츠 탭에서 브롤스타즈 챔피언십의 여정을 계속하세요!","Wah, anda telah memenangi Cabaran Kejuaraan! HEBAT!\n\nUntuk meneruskan perjalanan anda di KEJUARAAN BRAWL STARS, pergi ke bahagian E-SUKAN yang baharu di skrin Berperingkat!","Wauw, je hebt de kampioenschapsuitdaging voltooid! GEWELDIG!\n\nTik in het ladderscherm op de nieuwe knop 'E-sports' om je weg naar het Brawl Stars-kampioenschap voort te zetten.","Gratulacje, zaliczasz wyzwanie mistrzowskie! WSPANIALE!\n\nAby kontynuować drogę w MISTRZOSTWACH BRAWL STARS, przejdź do nowej sekcji E-SPORTY w widoku TRYBU RANKINGOWEGO!","Você venceu o desafio do campeonato! QUE INCRÍVEL!\n\nPara continuar a sua jornada no CAMPEONATO MUNDIAL DE BRAWL STARS, acesse a nova seção de E-SPORTS na tela do RANQUEADO!","Ого, тебе удалось пройти испытание Чемпионата! НЕВЕРОЯТНО!\n\nЧтобы продолжить путь на ЧЕМПИОНАТ BRAWL STARS, посети новый раздел «КИБЕРСПОРТ», который находится на экране рангового режима!","ว้าว คุณเอาชนะความท้าทายศึกชิงแชมป์ได้! เยี่ยมไปเลย!\n\nเพื่อมุ่งหน้าสู่ศึกชิงแชมป์ Brawl Stars ไปยังส่วนอีสปอร์ตใหม่ในหน้าจอโหมดจัดอันดับ!","Tebrikler, Şampiyonluk Mücadelesini başarıyla tamamladın! HARİKA!\n\nBRAWL STARS ŞAMPİYONASINDA yolculuğuna devam etmek için AŞAMALI ekranındaki yeni E-SPOR bölümüne git!","TUYỆT VỜI! Bạn đã chinh phục được Thử thách Quán quân!\n\nHãy truy cập mục THỂ THAO ĐIỆN TỬ mới từ màn hình XẾP HẠNG để tiếp tục đi đến GIẢI ĐẤU QUÁN QUÂN BRAWL STARS!"
"TID_INBOX_CAPTION_76","Online qualifier UNLOCKED!","فتحت مباراة التأهل عبر الإنترنت","线上资格赛已解锁！","已解鎖線上資格賽！","Online-Qualifier FREIGESCHALTET!","¡Clasificatorio en línea desbloqueado!","Online-karsinta AVATTU!","Épreuve qualificative en ligne débloquée !","משחק מקדים מקוון נפתח!","Kualifikasi online TERBUKA!","Eliminatorie online SBLOCCATE","オンライン予選をアンロック！","온라인 예선전이 잠금 해제되었습니다!","Kelayakan dalam talian DIBUKA!","Online kwalificatieronde ONTGRENDELD!","ODBLOKOWANO kwalifikacje online!","Classificatória on-line LIBERADA!","Онлайн-этап РАЗБЛОКИРОВАН!","ปลดล็อครอบคัดเลือกแบบออนไลน์แล้ว!","Çevrimiçi eleme turu AÇILDI!","ĐÃ MỞ KHÓA vòng loại online!"
"TID_UNDERTAKER_DESC","Mortis had grand designs built around being a mortician and a vampire, but the fact that nobody is dying at Starr Park has put a huge damper on his plans.","كانت خطط مورتيس المهنية الكبيرة تتمحور حول كونه حانوتيًا ومصاص دماء، لكن حقيقة أن لا أحد يموت في Starr Park عرقلت معظم أهدافه.","莫提斯为自己的殡仪师和吸血鬼生涯制定了宏伟的计划。但星妙乐园没有人会死，这一事实让他的计划受到巨大的阻碍。","對於殯儀師和吸血鬼的生涯，莫提斯有著宏偉的願景。但在美好星樂園沒有人會死亡，這也阻礙了他的計畫。","Mortis wirbt im Starr Park als Bestatter und Vampir für sich. Dass dort nie jemand stirbt, verheißt für seine berufliche Zukunft jedoch nichts Gutes.","Como vampiro y experto en el más allá, Mortis estaba seguro de que su funeraria sería todo un éxito. Por desgracia, nadie muere en Starr Park, lo que supone un bache para el negocio.","Mortiksella oli loistava suunnitelma yhdistää elämänsä vampyyrina ja hautausurakoitsijana. Starr Parkissa ei kuitenkaan tunneta kuoleman käsitettä, mikä on hidastanut yrityksen kasvua.","Mortis avait tout planifié : il allait être le meilleur vampire et croque-mort du parc. Mais vu qu'à Starr Park, personne ne meurt, ses plans sont un peu tombés à l'eau.","למורטיס היו תוכניות מפורטות המבוססות על היותו קברן וערפד, אבל העובדה המצערת שאיש לא מת בפארק סטארר מעכבת אותן.","Vampir? Tukang gali kubur? Saat mengisap darah dilarang dan tak ada yang meninggal di Starr Park, Mortis sering mengalami krisis identitas.","Il sogno di Mortis era quello di diventare un becchino e un vampiro illustre. Un sogno rispettabilissimo (forse), peccato che nello Starr Park nessuno tiri le cuoia...","モーティスは葬儀屋兼ヴァンパイアの二足のわらじで壮大な人生計画を構想していたものの、誰もが不死身のスターパークでは、彼の計画は頓挫してしまった模様。","장의사와 뱀파이어라는 두 마리의 토끼를 잡으려는 원대한 인생 계획을 세웠지만, 스타 파크에서는 아무도 죽지 않는다는 사실 때문에 계획에 큰 차질이 생겨버렸습니다.","Sebagai seorang pengurus mayat dan juga pontianak, Mortis ada impian besar, tetapi sehingga kini dia masih menunggu askar yang tumpas.","Mortis had grootse plannen om begrafenisondernemer en vampier te worden. Het feit dat er niemand sterft in Starr Park, heeft echter roet in het eten gegooid.","Mortis chciał otworzyć zakład pogrzebowy i zostać wampirem, ale fakt, że w Parku Starr nikt nie umiera, mocno pokrzyżował jego plany.","Mortis tinha grandes projetos como agente funerário e vampiro, mas, como ainda não tem ninguém com o pé na cova no Starr Park, os negócios vão de mal a pior.","Мортис мечтал о карьере гробовщика и по совместительству вампира, но его планам помешало то, что в парке Старр никто не умирает.","มอร์ติสมีแผนการใหญ่เพื่อตอบสนองความเป็นสัปเหร่อและผีดูดเลือดของเขา แต่ในเมื่อไม่มีใครตายใน Starr Park แผนของเขาจึงพังไม่เป็นท่า","Mortis, bir vampir ve cenaze levazımatçısı. Ancak Starr Park'ta kimse ölmediği için işleri kesat.","Mortis rất tâm huyết với vai trò người hộ tang kiêm ma cà rồng của mình. Nhưng ở Công viên Starr, không ai có thể chết một cách thực sự... Mortis biết phải làm sao đây?"
"TID_BOW_DUDE_OVERCHARGE_DESC","Bo's Super deploys 5 mines instead of 3. These do not override any mines already placed by his Super, so it is possible to have more than 7 mines on the map!","ينشر زخم بو 5 ألغام بدلاً من 3. لا تلغي هذه الألغام أي ألغام وُضعت بالفعل بواسطة زخمه؛ لذا فمن الممكن وجود أكثر من 7 ألغام على الخريطة.","阿渤的超级技能会扔出5个爆炸陷阱，而非3个。极限充能陷阱不会影响之前超级技能扔出的陷阱，因此，阿渤总共可以在地图上放置超过7个爆炸陷阱！","鷹獵人爆的超級技能會丟出5個狩獵陷阱，而非3個。極限威能陷阱不會影響之前丟出的超級技能陷阱，因此，鷹獵人爆總共可以在地圖上放置超過7個狩獵陷阱！","Bei Bos Superskill werden 5 statt 3 Minen eingesetzt. Diese ersetzen keine bisher mit seinem Superskill platzierten Minen. Dadurch ist es möglich, bis zu 8 Minen gleichzeitig auf der Map zu haben!","Bo coloca 5 minas en lugar de 3; estas no reemplazan a las que ya hubiera colocado antes con su súper, así que es posible tener más de 7 minas a la vez en el mapa.","Bon super levittää viisi miinaa kolmen sijaan. Ne eivät korvaa hänen aiemmin superillaan asettamiaan miinoja, joten miinoja voi olla kartalla yli seitsemän!","Le super de Bo déploie 5 mines au lieu de 3. Elles ne suppriment pas les mines déjà placées par son super, ce qui vous permet d'avoir plus de 7 mines sur la carte !","תכונת הסופר של בו פורסת 5 מוקשים במקום 3. מוקשים אלה אינם מבטלים מוקשים שכבר הוצבו על ידי תכונת הסופר שלו, כך שאפשר שיהיו יותר מ-7 מוקשים על המפה!","Saat Super aktif, Bo akan menaruh 5 ranjau alih-alih 3. Ranjau ini tidak akan menggantikan ranjau lama, jadi Bo bisa menempatkan lebih dari 7 ranjau di peta!","Bo piazza cinque mine al posto di tre oltre a quelle già presenti, così da averne anche più di sette contemporaneamente sulla mappa.","必殺技の地雷設置数が3個から5個に増加する。設置済みの地雷はマップ上に残るため、同時に7個以上の地雷を設置できる！","특수 공격 시 기존 3개 대신 5개의 지뢰를 설치합니다. 새로 설치된 지뢰는 이미 특수 공격으로 놓인 지뢰를 덮어쓰지 않습니다. 즉, 맵에 7개 이상의 지뢰를 동시에 설치할 수도 있습니다!","Super Bo melontar 5 periuk api. Ini tidak menggantikan periuk api sebelumnya. Peta mungkin mempunyai lebih daripada 7 periuk api!","Bo zet 5 mijnen in met zijn super in plaats van 3. Deze vervangen geen mijnen die hij al geplaatst heeft met zijn super, dus het is mogelijk om meer dan 7 mijnen op de kaart te hebben!","Superatak Bo rozmieszcza nie trzy a pięć min. Nie wykluczają one siebie nawzajem, a więc możliwe jest rozmieszczenie na mapie ponad siedmiu min!","O Super do Bo implanta 5 minas em vez de 3, e novas minas não substituem as posicionadas. É possível ter mais de 7 minas.","Супер Бо устанавливает 5 ловушек вместо 3. При этом ловушки, установленные раньше, не исчезают, так что на карте может быть больше 7 ловушек.","ท่าไม้ตายของโบวางกับดักระเบิด 5 อันแทนที่จะเป็น 3 อัน กับดักระเบิดพวกนี้จะไม่แทนที่กับดักที่วางไว้แล้วด้วยท่าไม้ตายของเขา จึงเป็นไปได้ที่จะมีกับดักมากกว่า 7 อันในแผนที่!","Bo'nun süperi üç yerine beş mayın bırakır. Bunlar, süperinin önceden bıraktığı mayınların yerine geçmediğinden haritada yediden fazla mayın olabilir!","Tuyệt chiêu của Bo ném ra 5 quả mìn thay vì 3. Những quả mìn này sẽ không nằm đè lên các quả mìn đã được đặt trước đó bởi Tuyệt chiêu của Bo, nên có thể bạn sẽ có nhiều hơn 7 quả mìn trên bản đồ!"
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita recovers <c00cc00>1092</c> health whenever her bear hits an enemy Brawler. When Nita deals damage to an enemy Brawler, her bear regains <c00cc00>1094</c> health.","تسترد نيتا <c00cc00>1092</c> من نقاط الصحة عندما يضرب الدب أي بطل عدو. بالمثل عندما تلحق نيتا ضررًا ببطل عدو، يسترد الدب <c00cc00>1094</c> من نقاط الصحة.","熊灵击中敌方英雄可为妮塔恢复<c00cc00>1092</c>生命值，妮塔击中敌方英雄可为熊灵恢复<c00cc00>1094</c>生命值。","熊靈擊中敵方英雄可為妮塔恢復<c00cc00>1092</c>生命值，妮塔擊中敵方英雄可為熊靈恢復<c00cc00>1094</c>生命值。","Jedes Mal, wenn Nitas Bär einen gegnerischen Brawler trifft, stellt sie <c00cc00>1092</c> Trefferpunkte wieder her. Wenn Nita einem gegnerischen Brawler Schaden zufügt, wird ihr Bär um <c00cc00>1094</c> TP geheilt.","Nita recupera <c00cc00>1092</c> puntos de salud cuando su oso golpea a un brawler enemigo. Cuando es Nita quien inflige el daño, su oso recupera <c00cc00>1094</c> puntos de salud.","Nita saa takaisin <c00cc00>1092</c> elinvoimapistettä, kun hänen karhunsa lyö vastustajarämäpäätä. Kun Nita aiheuttaa tuhoa vastustajaan, karhulle palautuu <c00cc00>1094</c> elinvoimapistettä.","Nita récupère <c00cc00>1 092<c00cc00> points de santé quand son ours inflige des dégâts à un brawler ennemi. Quand Nita inflige des dégâts à un brawler ennemi, son ours récupère </c>1 094 </c> points de santé.","ניטה מחזירה לעצמה <c00cc00>1092</c> יחידות בריאות בכל פעם שהדוב שלה פוגע בבראולר אויב. כשניטה גורמת נזק לבראולר אויב, הדוב שלה זוכה מחדש ב-<c00cc00>1094</c> יחידות בריאות.","Nita memulihkan <c00cc00>1092</c> kesehatan saat beruang miliknya mendaratkan serangan ke Jagoan lawan. Saat Nita memberikan kerusakan pada Jagoan lawan, beruang miliknya akan memulihkan <c00cc00>1094</c> kesehatan.","Nita recupera <c00cc00>1092</c> punti salute quando l'orso colpisce un brawler nemico. Se è Nita a provocare danni a un brawler, l'orso viene curato con <c00cc00>1094</c> punti salute.","クマが敵を攻撃するたびにニタのHPが<c00cc00>1092</c>回復し、ニタが敵にダメージを与えるとクマのHPが<c00cc00>1094</c>回復する。","소환된 곰이 적 브롤러를 공격할 때마다 니타가 <c00cc00>1092</c> HP를 회복합니다. 니타가 적 브롤러에게 피해를 주면 곰이 <c00cc00>1094</c> HP를 회복합니다.","Nyawa Nita pulih <c00cc00>1092</c> apabila serangan beruangnya terkena brawler musuh. Beruang pulih <c00cc00>1094</c> nyawa apabila Nita mengenakan kerosakan terhadap brawler musuh.","Nita's gezondheid herstelt met <c00cc00>1092</c> punten telkens als haar beer een vijandelijke knokker raakt. Als Nita schade toebrengt aan een vijandelijke knokker, herstelt de gezondheid van haar beer met <c00cc00>1094</c> punten.","Za każdym razem, gdy jej niedźwiedź trafi wrogiego Zadymiarza, Nita odzyskuje <c00cc00>1092</c> PŻ. Gdy Nita trafi wrogiego Zadymiarza, Bruce odzyskuje <c00cc00>1094</c> PŻ.","Nita recupera <c00cc00>1092</c> pontos de saúde cada vez que o seu urso acerta um Brawler inimigo. Quando ela inflige dano a Brawlers inimigos, o urso recupera <c00cc00>1094</c> pontos de saúde.","Нита восстанавливает <c00cc00>1092</c> очк. здоровья, когда её медведь наносит урон вражескому бойцу. Когда Нита наносит урон, её медведь восстанавливает <c00cc00>1094</c> очк. здоровья.","นิต้าฟื้นฟูพลังชีวิต <c00cc00>1092</c> หน่วยเมื่อหมีของเธอโจมตีถูกบรอว์เลอร์ศัตรู และเมื่อนิต้าสร้างความเสียหายได้ หมีของนิต้าก็จะได้รับพลังชีวิต <c00cc00>1094</c> หน่วยเมื่อเธอสร้างความเสียหายให้กับบรอว์เลอร์ศัตรู","Nita, ayısı bir düşman savaşçıya vurduğunda <c00cc00>1092</c> sağlık kazanır. Nita bir düşman savaşçıya hasar verdiğinde de ayısı <c00cc00>1094</c> sağlık kazanır.","Nita hồi phục <c00cc00>1092</c> máu bất cứ khi nào chú gấu của cô ấy đánh trúng Chiến binh Brawl đối thủ. Khi Nita gây ra sát thương lên một Chiến binh Brawl đối thủ, chú gấu cũng sẽ hồi phục <c00cc00>1094</c> máu."
"TID_HINT_41","Your Total Trophy count is a combination of all your Brawlers' individual Trophies.","إجمالي كؤوسك يعبر عن مجموع الكؤوس الخاصة بأبطالك كلهم.","您的总奖杯数是每个英雄的奖杯数之和。","你的總獎盃數是每個英雄的獎盃數之和。","Deine Gesamttrophäen setzen sich aus den addierten Trophäen aller deiner Brawler zusammen.","La cantidad total de trofeos es una combinación de los trofeos de todos los brawlers.","Pokaalien kokonaismäärä tarkoittaa kaikkien rämäpäidesi pokaaleita yhteensä.","Les trophées de chacun de vos brawlers sont additionnés pour donner votre total de trophées.","מספר הגביעים הכולל שלכם הוא שילוב של כל הגביעים שיש לכל בראולר בנפרד.","Jumlah total Trofi adalah kombinasi Trofi individu semua Jagoan.","I trofei totali sono la somma dei trofei di ogni tuo brawler.","合計トロフィー数は、すべてのキャラクターのトロフィーを合算したものです。","총 트로피는 내가 보유한 브롤러의 트로피를 합산한 수입니다.","Jumlah trofi anda ialah kombinasi semua trofi individu brawler anda.","Je trofeeëntotaal geeft alle trofeeën van je individuele knokkers weer.","Liczba wszystkich pucharów jest sumą pucharów zdobytych przez Twoich Zadymiarzy.","Seu total de troféus é a soma de todos os troféus de cada Brawler.","Твои трофеи складываются из трофеев всех твоих бойцов.","จำนวนถ้วยรางวัลทั้งหมดของคุณคือผลรวมจากถ้วยรางวัลของบรอว์เลอร์แต่ละตัว","Toplam kupa sayın, tüm savaşçılarının kupa sayısı toplamına eşittir.","Tổng số Cúp của bạn là toàn bộ Cúp của từng Chiến binh Brawl cộng lại."
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","When Leon is not visible, he gains a <c00cc00><VALUE1>%</c> movement speed for the duration of his invisibility.","عندما يستخدم ليون الزخم، يكتسب <c00cc00><VALUE1>%</c> سرعة حركة طوال مدة اختفائه.","超级技能生效期间，里昂的移动速度提升<c00cc00><VALUE1>%</c>。","超級技能生效期間，里昂的移動速度提升<c00cc00><VALUE1>%</c>。","Wenn Leon seinen Superskill verwendet, wird sein Bewegungstempo um <c00cc00><VALUE1> %</c> erhöht, während er unsichtbar ist.","Cuando Leon despliega su súper, se mueve un <c00cc00><VALUE1> %</c> más rápido mientras es invisible.","Kun Leon käyttää superiaan, hän myös liikkuu <c00cc00><VALUE1> %</c> nopeammin näkymättömyytensä ajan.","Quand il utilise son super, Léon devient invisible sa vitesse de déplacement est augmentée de <c00cc00><VALUE1> %</c>.","כשלאון משתמש בתכונת הסופר שלו, הוא מוסיף <c00cc00><VALUE1>%</c> למהירות התנועה שלו למשך הזמן שבו הוא בלתי נראה.","Saat Leon menggunakan kemampuan Super, pergerakannya jadi lebih cepat <c00cc00><VALUE1>%</c> selama dia tak terlihat.","Quando Leon usa la super, si muove più velocemente del <c00cc00><VALUE1>%</c> per tutta la durata dell'invisibilità.","必殺技の発動時、見えない間の移動速度が<c00cc00><VALUE1>％</c>ブーストされる。","레온이 특수 공격을 사용하면, 은신 상태로 있는 동안 이동 속도가 <c00cc00><VALUE1>%</c> 증가합니다.","Apabila Leon menggunakan Supernya, dia mendapat <c00cc00><VALUE1>%</c> gerakan kelajuan untuk tempoh dia berhalimunan.","Als Leon zijn superaanval gebruikt, verhoogt zijn bewegingssnelheid met <c00cc00><VALUE1>%</c> zolang hij onzichtbaar is.","Gdy Leon używa superataku, osiąga <c00cc00><VALUE1>%</c> przyspieszenia przez cały czas, gdy jest niewidzialny.","Ao usar o Super, a velocidade de movimento do Leon aumenta em <c00cc00><VALUE1>%</c> durante a invisibilidade.","Активировав Супер, Леон движется на <c00cc00><VALUE1> %</c> быстрее, пока действует его невидимость.","เมื่อลีออนใช้ท่าไม้ตาย เขาจะได้รับความเร็วในการเคลื่อนที่เพิ่ม <c00cc00><VALUE1>%</c> เท่ากับระยะเวลาที่หายตัว","Leon, süper saldırısını kullandığında görünmez olduğu süre boyunca <c00cc00>%<VALUE1></c> daha hızlı hareket eder.","Khi sử dụng Tuyệt chiêu của mình, Leon sẽ được tăng <c00cc00><VALUE1>%</c> tốc độ di chuyển trong thời gian tàng hình."
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","Leon recovers <c00cc00><!card.character.maxHealth.scaleToLevel.scaleCardValue1></c> health per second while his Super is active.","يستعيد ليون <c00cc00><!card.value1>%</c> من نقاط الصحة في الثانية طوال مدة فعالية الزخم.","超级技能生效期间，里昂每秒恢复<c00cc00><!card.value1>%</c>生命值。","超級技能生效期間，里昂每秒恢復<c00cc00><!card.value1>%</c>生命值。","Ist Leons Superskill aktiv, regeneriert er <c00cc00><!card.value1> %</c> seiner Trefferpunkte pro Sekunde.","Cuando tiene el súper activado, Leon recupera un <c00cc00><!card.value1> %</c> de salud por segundo.","Leon saa takaisin <c00cc00><!card.value1> %</c> elinvoimaa sekunnissa silloin, kun hänen superinsa on käytössä.","Léon récupère <c00cc00><!card.value1> %</c> de PV par seconde tant que son super est actif.","לאון מחזיר לעצמו <c00cc00>%<!card.value1></c> בריאות בכל שנייה כשתכונת הסופר שלו פעילה.","Kesehatan Leon pulih sebanyak <c00cc00><!card.value1>%</c> per detik saat Super miliknya aktif.","Leon recupera il <c00cc00><!card.value1>%</c> della salute al secondo mentre usa la super.","必殺技の発動中は、レオンのHPが毎秒<c00cc00><!card.value1>％</c>回復する。","특수 공격이 활성화되면 초당 <c00cc00><!card.value1>%</c>의 HP를 회복합니다.","Leon menyembuh <c00cc00><!card.value1>%</c> nyawa setiap saat semasa Super diaktifkan.","Als Leons super actief is, herstelt hij <c00cc00><!card.value1>%</c> van zijn gezondheid per seconde.","Po aktywowaniu superataku Leon odzyskuje <c00cc00><!card.value1>%</c> na sekundę.","Leon recupera <c00cc00><!card.value1>%</c> de saúde por segundo enquanto o Super está ativo.","Леон восстанавливает <c00cc00><!card.value1> %</c> здоровья в секунду, пока действует его Супер.","ลีออนฟื้นฟูพลังชีวิต <c00cc00><!card.value1>%</c> ต่อวินาทีเมื่อเขาใช้ท่าไม้ตาย","Leon, süper özelliği etkinken her saniye <c00cc00>%<!card.value1></c> iyileşir.","Leon hồi <c00cc00><!card.value1>%</c> máu mỗi giây trong khi Tuyệt chiêu có hiệu lực."
