"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string"
"TID_SHOP_OFFER_INFO_73","Open Boom Boxes to get SUBWAY SUPERS!","افتح مشغلات الموسيقى لكسب زخوم SUBWAY.","打开手提音响以获取地铁超能！","開啟手提音響以獲取地鐵超能！","Öffne Boomboxen, um SUBWAY SUPERSKILLS zu erhalten!","Abre estéreos portátiles para conseguir Subway súpers.","Avaa kasettimankkoja, niin saat SUBWAY-SUPEREITA!","Ouvrez des Boombox pour obtenir des SUBWAY SUPERS !","פתחו תיבות בום-בוקס כדי לקבל תכונות סופר של SUBWAY!","Buka Boom Box untuk mendapatkan SUBWAY SUPER!","Apri le Boombox per ottenere le SUBWAY SUPER!","Boom Boxを開けてSubwayアビリティをゲットしましょう！","붐 박스를 열어 Subway 슈퍼를 획득하세요!","Buka Boom Box untuk mendapatkan SUBWAY SUPER!","Open boomboxen om SUBWAY SUPERS te krijgen!","Otwieraj boomboxy, by zdobyć SUPERATAKI SUBWAY!","Abra Boomboxes para obter SUPERS SUBWAY!","Открывай бумбоксы, чтобы получить Суперы Subway!","เปิดบูมบ็อกซ์เพื่อรับท่าไม้ตาย Subway!","SUBWAY SURFERS almak için teypleri aç","Mở Loa di động để nhận TUYỆT CHIÊU SUBWAY!"
"TID_EVENT_SLOT_NAME_15","SPECIAL EVENTS","الأحداث الخاصة","特别活动","特別活動","SONDEREREIGNISSE","EVENTOS ESPECIALES","ERIKOISTAPAHTUMAT","ÉVÉNEMENTS SPÉCIAUX","אירועים מיוחדים","ACARA SPESIAL","EVENTI SPECIALI","特別イベント","특별 이벤트","ACARA ISTIMEWA","SPECIALE EVENEMENTEN","WYDARZENIA SPECJALNE","EVENTOS ESPECIAIS","ОСОБЫЕ СОБЫТИЯ","อีเวนท์พิเศษ","ÖZEL ETKİNLİKLER","SỰ KIỆN ĐẶC BIỆT"
"TID_EVENT_SLOT_NAME_42","SPECIAL EVENTS 2","الأحداث الخاصة 2","特别活动2","特別活動2","SONDEREREIGNISSE 2","EVENTOS ESPECIALES 2","ERIKOISTAPAHTUMAT 2","ÉVÉNEMENTS SPÉCIAUX 2","אירועים מיוחדים 2","ACARA SPESIAL 2","EVENTI SPECIALI 2","特別イベント2","특별 이벤트 2","ACARA ISTIMEWA 2","SPECIALE EVENEMENTEN 2","WYDARZENIA SPECJALNE 2","EVENTOS ESPECIAIS 2","ОСОБЫЕ СОБЫТИЯ 2","อีเวนท์พิเศษ 2","ÖZEL ETKİNLİKLER 2","SỰ KIỆN ĐẶC BIỆT 2"
"TID_EVENT_SLOT_NAME_43","SPECIAL EVENTS 3","الأحداث الخاصة 3","特别活动3","特別活動3","SONDEREREIGNISSE 3","EVENTOS ESPECIALES 3","ERIKOISTAPAHTUMAT 3","ÉVÉNEMENTS SPÉCIAUX 3","אירועים מיוחדים 3","ACARA SPESIAL 3","EVENTI SPECIALI 3","特別イベント3","특별 이벤트 3","ACARA ISTIMEWA 3","SPECIALE EVENEMENTEN 3","WYDARZENIA SPECJALNE 3","EVENTOS ESPECIAIS 3","ОСОБЫЕ СОБЫТИЯ 3","อีเวนท์พิเศษ 3","ÖZEL ETKİNLİKLER 3","SỰ KIỆN ĐẶC BIỆT 3"
"TID_DANCER_BLUE_PUMP_SKIN","DANCE DANCE MINA","مينا محترفة الرقص","舞林高手蜜娜","舞林高手","DANCE DANCE MINA","MINA INFATIGABLE","TANSSI-MINA","DANCE DANCE MINA","מינה המרקדת","MINA DANSA-DANSA","MINA BALLERINA INCALLITA","ダンスダンス ミナ","댄스댄스 미나","MINA PENARI BERGAYA","HYPERDANSER MINA","TANCERKA MINA","MINA GINGADO CONTAGIANTE","ТАНЦОВЩИЦА МИНА","มีน่า นักเต้นเท้าไฟ","DANS TUTKUNU MINA","MINA VŨ CÔNG"
"TID_DANCER_BLUE_PUMP_SKIN_SHOP","DANCE DANCE\nMINA","مينا\nمحترفة الرقص","舞林高手蜜娜","舞林高手","DANCE DANCE\nMINA","MINA\nINFATIGABLE","TANSSI-\nMINA","DANCE DANCE\nMINA","מינה\nהמרקדת","MINA\nDANSA-DANSA","MINA\nBALLERINA INCALLITA","ダンスダンス\nミナ","댄스댄스 미나","MINA\nPENARI BERGAYA","HYPERDANSER\nMINA","TANCERKA\nMINA","MINA\nGINGADO CONTAGIANTE","ТАНЦОВЩИЦА\nМИНА","มีน่า\nนักเต้นเท้าไฟ","DANS TUTKUNU\nMINA","MINA\nVŨ CÔNG"
"TID_DANCER_PINK_PUMP_SKIN","HIGH SCORER MINA","مينا صاحبة أعلى النتائج","高分绝招蜜娜","高分達人","HIGHSCORERIN MINA","MINA IMBATIBLE","HUIPPUTULOS-MINA","MINA HIGH SCORE","מינה בניקוד גבוה","MINA HIGH SCORE","MINA GIOCATRICE SENZA RIVALI","ハイスコア ミナ","하이스코어 미나","MINA PEMEGANG REKOD","HIGHSCORE-MINA","REKORDZISTKA MINA","MINA RECORDISTA","РЕКОРДСМЕНКА МИНА","มีน่า แชมเปี้ยนนักเต้น","RAKİPSİZ MINA","MINA NGƯỜI GIỮ KỶ LỤC"
"TID_DANCER_PINK_PUMP_SKIN_SHOP","HIGH SCORER\nMINA","مينا\nصاحبة أعلى النتائج","高分绝招蜜娜","高分達人","HIGHSCORERIN\nMINA","MINA\nIMBATIBLE","HUIPPUTULOS-\nMINA","MINA\nHIGH SCORE","מינה\nבניקוד גבוה","MINA\nHIGH SCORE","MINA\nGIOCATRICE SENZA RIVALI","ハイスコア\nミナ","하이스코어 미나","MINA\nPEMEGANG REKOD","HIGHSCORE-\nMINA","REKORDZISTKA\nMINA","MINA\nRECORDISTA","РЕКОРДСМЕНКА\nМИНА","มีน่า\nแชมเปี้ยนนักเต้น","RAKİPSİZ\nMINA","MINA\nNGƯỜI GIỮ KỶ LỤC"
"TID_FURY_WARLOCK_CHROMA1_SKIN","DARK WIZARD ZIGGY","زيجي ساحر الظلام","黑暗术士兹奇","黑暗術士","DUNKLER ZAUBERER ZIGGY","ZIGGY MAGO OSCURO","MUSTAN MAGIAN ZIGGY","MAGE NOIR ZIGGY","זיגי הקוסם האפל","ZIGGY ZIMZALABIM","ZIGGY STREGONE OSCURO","黒魔導師 ジギー","어둠의 마법사 지기","ZIGGY AHLI SIHIR GELAP","DUISTERE TOVENAAR ZIGGY","ZIGGY KSIĄŻĘ CIEMNOŚCI","ZIGGY MAGO DAS TREVAS","ЧЁРНЫЙ МАГ ЗИГГИ","ซิกกี้ เจ้าชายรัตติกาล","KARA BÜYÜCÜ ZIGGY","ZIGGY PHÁP SƯ HẮC ÁM"
"TID_FURY_WARLOCK_CHROMA1_SKIN_SHOP","DARK WIZARD\nZIGGY","زيجي\nساحر الظلام","黑暗术士兹奇","黑暗術士","DUNKLER ZAUBERER\nZIGGY","ZIGGY\nMAGO OSCURO","MUSTAN MAGIAN\nZIGGY","MAGE NOIR\nZIGGY","זיגי\nהקוסם האפל","ZIGGY\nZIMZALABIM","ZIGGY\nSTREGONE OSCURO","黒魔導師\nジギー","어둠의 마법사 지기","ZIGGY\nAHLI SIHIR GELAP","DUISTERE TOVENAAR\nZIGGY","ZIGGY\nKSIĄŻĘ CIEMNOŚCI","ZIGGY\nMAGO DAS TREVAS","ЧЁРНЫЙ МАГ\nЗИГГИ","ซิกกี้\nเจ้าชายรัตติกาล","KARA BÜYÜCÜ\nZIGGY","ZIGGY\nPHÁP SƯ HẮC ÁM"
"TID_FURY_WARLOCK_CHROMA2_SKIN","ZAP IT UP ZIGGY","زيجي الصادم","沉默巫师兹奇","沉默巫師","ELEKTROMAGIER ZIGGY","ZIGGY BRUJO TORMENTOSO","SÄHKÖISKU-ZIGGY","ZIGGY ÉLECTROMANCIEN","זיגי זאפ וגמרנו","ZIGGY GHz","ZIGGY SHOCK","雷術師 ジギー","전기 마법사 지기","ZIGGY ELEKTRIK","ZAPPER ZIGGY","SZOKUJĄCY ZIGGY","ZIGGY ALTA TENSÃO","ОСЛЕПИТЕЛЬНЫЙ ЗИГГИ","ซิกกี้ จอมเวทย์ช็อตไฟฟ้า","ŞİMŞEK ZIGGY","ZIGGY CHIẾN BINH ĐIỆN"
"TID_FURY_WARLOCK_CHROMA2_SKIN_SHOP","ZAP IT UP\nZIGGY","زيجي\nالصادم","沉默巫师兹奇","沉默巫師","ELEKTROMAGIER\nZIGGY","ZIGGY\nBRUJO TORMENTOSO","SÄHKÖISKU-\nZIGGY","ZIGGY\nÉLECTROMANCIEN","זיגי\nזאפ וגמרנו","ZIGGY\nGHz","ZIGGY\nSHOCK","雷術師\nジギー","전기 마법사 지기","ZIGGY\nELEKTRIK","ZAPPER\nZIGGY","SZOKUJĄCY\nZIGGY","ZIGGY\nALTA TENSÃO","ОСЛЕПИТЕЛЬНЫЙ\nЗИГГИ","ซิกกี้\nจอมเวทย์ช็อตไฟฟ้า","ŞİMŞEK\nZIGGY","ZIGGY\nCHIẾN BINH ĐIỆN"
"TID_DANCER_PUMP_SKIN","BEATCHASER MINA","مينا مطاردة الإيقاعات","热情律动蜜娜","節拍獵人","BEATJÄGERIN MINA","MINA RÍTMICA","BIITTI-MINA","MINA REINE DU SON","מינה ביטצ'ייסר","MINA IRAMA-IRAMA","MINA SEMPRE A TEMPO","ビートチェイサー ミナ","비트체이서 미나","MINA PEMBURU RENTAK","BEATJAGER MINA","MINA ŁOWCZYNI BEATÓW","MINA EMBALO ARRASADOR","КОРОЛЕВА БИТА МИНА","มีน่า เจ้าแห่งจังหวะ","RİTİM AVCISI MINA","MINA NỮ HOÀNG BẮT BEAT"
"TID_DANCER_PUMP_SKIN_SHOP","BEATCHASER\nMINA","مينا\nمطاردة الإيقاعات","热情律动蜜娜","節拍獵人","BEATJÄGERIN\nMINA","MINA\nRÍTMICA","BIITTI-\nMINA","MINA\nREINE DU SON","מינה\nביטצ‘ייסר","MINA\nIRAMA-IRAMA","MINA\nSEMPRE A TEMPO","ビートチェイサー\nミナ","비트체이서 미나","MINA\nPEMBURU RENTAK","BEATJAGER\nMINA","MINA\nŁOWCZYNI BEATÓW","MINA\nEMBALO ARRASADOR","КОРОЛЕВА БИТА\nМИНА","มีน่า\nเจ้าแห่งจังหวะ","RİTİM AVCISI\nMINA","MINA\nNỮ HOÀNG BẮT BEAT"
"TID_FURY_WARLOCK_SKIN","WARLOCK ZIGGY","زيجي المشعوذ","诡术师兹奇","詭術師","WARLOCK ZIGGY","ZIGGY HECHICERO","VELHO-ZIGGY","MAGE ZIGGY","זיגי המכשף","ZIGGY ILUZI","ZIGGY NECROMANTE","呪術師 ジギー","사악한 마법사 지기","ZIGGY PENYIHIR","MAGIËR ZIGGY","CZARNOKSIĘŻNIK ZIGGY","ZIGGY FEITICEIRO","КОЛДУН ЗИГГИ","ซิกกี้ พ่อมดพันธุ์ร็อค","BÜYÜCÜ ZIGGY","ZIGGY THẦY PHÙ THỦY"
"TID_FURY_WARLOCK_SKIN_SHOP","WARLOCK\nZIGGY","زيجي\nالمشعوذ","诡术师兹奇","詭術師","WARLOCK\nZIGGY","ZIGGY\nHECHICERO","VELHO-\nZIGGY","MAGE\nZIGGY","זיגי\nהמכשף","ZIGGY\nILUZI","ZIGGY\nNECROMANTE","呪術師\nジギー","사악한 마법사 지기","ZIGGY\nPENYIHIR","MAGIËR\nZIGGY","CZARNOKSIĘŻNIK\nZIGGY","ZIGGY\nFEITICEIRO","КОЛДУН\nЗИГГИ","ซิกกี้\nพ่อมดพันธุ์ร็อค","BÜYÜCÜ\nZIGGY","ZIGGY\nTHẦY PHÙ THỦY"
